16.774147	17.004341	
43.923710	44.041588	
68.942588	69.239505	
73.229537	73.426370	
80.304393	80.534587	
110.948014	111.216018	
115.882175	116.159076	
143.306415	143.513256	
204.016505	204.225570	
283.836044	284.193012	
343.114926	343.454101	
378.403576	378.620426	
410.293805	410.512879	
414.578530	414.745337	
471.217408	471.381991	
476.108199	476.325049	
587.409845	587.569980	
650.505280	650.768835	
710.240658	710.405241	
722.188512	722.443172	
736.036302	736.237027	
742.358857	742.620744	
765.160309	765.290975	
783.169942	783.351206	
820.303481	820.465840	
850.918746	851.078881	
900.427722	900.739652	
1035.359852	1035.617848	
1059.779892	1060.083481	
1078.660815	1078.896569	
1096.116648	1096.392436	
1121.283428	1121.444675	
1146.993444	1147.247548	
1153.025198	1153.266513	
1164.474298	1164.781780	
1165.572447	1165.753155	
