20.622778	21.065055	
25.051873	25.445711	
37.102888	37.650470	
48.305150	48.732685	
53.418723	53.745166	
83.516774	83.950627	
89.940331	90.513186	
99.744154	100.359130	
128.239475	128.542751	
132.346339	132.622236	
148.721145	148.914905	
211.318183	211.547747	
216.981444	217.430040	
225.182537	225.605859	
227.332849	227.621382	
228.674424	228.996655	
239.392287	239.836671	
244.566937	244.853364	
256.415767	256.693770	
257.329808	257.673099	
258.380744	258.839870	
261.148139	261.445096	
264.730588	264.930666	
275.286283	275.616938	
282.552274	283.011400	
301.100558	301.532306	
347.158517	347.883010	
352.154149	352.634336	
355.532308	355.902979	
357.356177	357.625756	
370.864602	371.471154	
375.721232	376.091903	
432.383325	433.010938	
453.621079	454.008599	
458.823108	459.202203	
581.102364	581.595188	
588.431537	588.806420	
598.334346	598.717653	
653.248389	653.905487	
680.665394	681.069763	
687.779747	688.125145	
693.727329	694.211729	
706.612353	707.231542	
709.089109	709.303929	
725.423899	725.748236	
730.562744	730.899718	
742.116723	742.483182	
760.978814	761.383182	
779.078503	779.579751	
795.004713	795.333262	
798.622966	799.115789	
806.478660	806.781936	
816.330923	816.646835	
819.675385	819.970236	
824.207678	824.498318	
837.560253	837.821407	
864.821408	865.204716	
870.090831	870.381471	
883.110645	883.569771	
888.666495	889.121409	
898.105965	898.531394	
906.728274	907.301129	
909.739975	910.144343	
915.346371	915.632799	
921.390833	921.896294	
954.384750	954.911271	
967.783659	968.204876	
981.721725	982.067123	
992.883972	993.423130	
1000.600665	1001.005033	
1019.875549	1020.267280	
1035.494270	1036.033428	
1040.245596	1040.818451	
1071.129217	1071.415644	
1073.656518	1073.955582	
1087.716737	1088.062135	
1093.550591	1093.870716	
1121.607846	1121.911122	
1129.648876	1130.074305	
1143.553245	1143.759641	
1144.265101	1144.854805	
1154.854493	1155.343105	
1171.732653	1172.040142	
1189.495368	1190.110345	
1204.065260	1204.456992	
1242.808787	1243.192095	
1290.621114	1291.252939	
1321.551068	1321.993346	
1325.700054	1325.999118	
1344.772754	1345.210819	
1345.332972	1345.568854	
1364.839525	1365.104892	
1407.070728	1407.420338	
1432.920807	1433.304115	
1488.904741	1489.279624	
1510.302558	1510.829079	
1547.622372	1547.971982	
1567.676507	1568.122997	
1686.160599	1686.548119	
1694.610210	1695.048275	
1702.651240	1703.194609	
1708.169181	1708.586185	
1728.286498	1728.615047	
1789.720978	1790.184317	
