23.405095	23.700827	
24.838868	25.269264	
35.136687	35.398093	
87.803431	88.162534	
100.350928	100.678345	
115.781813	116.132995	
119.248746	119.496950	
124.278834	124.447824	
142.429401	142.796426	
172.316841	172.628416	
173.763816	173.916963	
180.058688	180.309533	
187.166824	187.428230	
216.251562	216.476002	
246.783276	246.946984	
265.150360	265.477778	
281.719287	281.949008	
321.408138	321.732916	
337.000093	337.372399	
377.005800	377.364903	
384.549613	384.816300	
400.366007	400.537637	
413.370304	413.631710	
424.824647	425.112458	
442.872236	443.189092	
471.510735	471.933209	
492.523567	492.964525	
515.368883	515.762312	
543.487210	543.822549	
563.541553	563.866330	
583.342410	583.878425	
585.708268	586.167710	
589.785149	590.025431	
622.471483	622.904519	
631.010751	631.451709	
632.663683	632.903966	
646.005960	646.386187	
661.798590	662.197301	
686.555604	686.851336	
691.865582	692.068898	
695.807798	695.989990	
698.173656	698.487871	
708.574453	708.907152	  
714.460053	714.700336	  
718.742890	719.046543	
723.688483	724.073991	
735.747494	736.027383	
743.251699	743.584398	
782.827010	783.188754	
799.564927	799.797288	
817.163636	817.821112	
855.400231	855.806863	
866.450583	866.814967	
872.439161	872.666241	
877.403238	877.749139	
892.490863	892.696820	
927.231480	927.759574	
942.432646	942.638602	
986.119163	986.409614	
991.756559	992.245045	
1022.758276	1023.098896	
1036.794995	1037.188425	
1073.449950	1073.663828	
1130.330879	1130.713746	 
1202.978032	1203.207753	
1206.793506	1207.179014	
1258.142657	1258.353895	  
1278.888802	1279.187175	
1289.540444	1289.830895	 
1291.837650	1292.233720	
1300.522144	1300.831079	
1353.323552	1353.822600	 
1386.445563	1386.899723	
1401.644088	1401.897572	
1410.904204	1411.268588	
1416.721151	1416.961434	
1428.595329	1428.964994	
1434.800425	1434.956212	
1453.751053	1454.067909	
1463.734656	1464.128086	
1471.674539	1471.922743	
1500.489949	1500.838491	
1503.676992	1503.938399	
1569.960622	1570.319725	
1591.749751	1592.077169	
1609.572899	1609.855429	
1718.138318	1718.452534	
1721.951152	1722.458121	
